qualtrics_id,school_code,school_name_anon,progress,duration_min,birth_country,age_cat,age,female,male,educ_mother,educ_father,educ_parent_max,has_computer,has_internet,digital_comfort,platform_use,classroom_section,math_grade_prev,like_math,like_communication,rank_math,rank_communication,mathconf_learn,mathconf_exam,mathconf_help_peers,mathconf_growth,lab_productive,lab_preferred_hours,hours_school,hours_study,hours_friends,hours_entertainment,hours_housework,hours_unpaid_work,hours_paid_work,hours_sleep,hours_sport,math_study_weekly,study_context,digital_tools_used,grit_challenge,grit_quit_game,grit_lose_interest,grit_hardwork,grit_avg,mindset_fixed1,mindset_fixed2,mindset_avg,locus_luck,locus_fate,locus_prepared,locus_plans,locus_avg,efficacy_hard_problems,efficacy_effort,efficacy_calm,efficacy_solutions,efficacy_trouble,efficacy_avg,math_enjoy,math_wish_no,math_like_problems,math_does_well,math_harder_than_peers,math_worry_grades,math_nervous_exams,math_useful,math_enjoy_avg,math_anxiety_avg,math_selfconcept_avg,meta_study_allocation,meta_when_stuck,meta_hint_use,meta_review_errors,meta_self_awareness,meta_after_mistake,meta_ai_use,meta_expected_exam,meta_actual_exam,barrier_finish_school,info_postsecondary,plan_after_school,knows_career,career_first_choice,institution_first_choice,plan_feasibility,plan_talks_with,parent_educ_expectation,enrolled_academy,belief_univ_transition,factors_career_choice,action_3months,plans_higher_ed,salary_secondary,salary_technical,salary_university,informal_secondary,informal_technical,informal_university,preferred_sector,knows_jobs_sector,barrier_money,barrier_work_family,barrier_parent_ideas,barrier_grades,barrier_info_careers,barrier_info_institution,barrier_family_resp,knows_scholarship,knows_beca18,knows_alt_training,est_years_technical,est_years_university,time_pref_100v150,time_pref_100v300,risk_pref_100v250,risk_pref_100v500,patient_low,patient_high,risk_seeking_low,risk_seeking_high,belong_outsider,belong_fits_in,belonging_avg,num_close_friends,friend1_recess,friend1_homework,friend1_future_talk,friend1_whatsapp,friend2_recess,friend2_homework,friend2_future_talk,friend2_whatsapp,friend3_recess,friend3_homework,friend3_future_talk,friend3_whatsapp,friend4_recess,friend4_homework,friend4_future_talk,friend4_whatsapp,friend5_recess,friend5_homework,friend5_future_talk,friend5_whatsapp,correct_a1,qbl_v5_a1,correct_a2,qbl_v5_a2,correct_a7,qbl_v5_a7,correct_a8,qbl_v5_a8,correct_a8m,qbl_v5_a8m,correct_a4,qbl_v5_a4,correct_a9s,qbl_v5_a9s,correct_a3,qbl_v5_a3,correct_a6,qbl_v5_a6,correct_a5,qbl_v5_a5,score_total_baseline,score_pct_baseline
R_100577abc5526,1470992,School_15,100,33.400002,1,1.0,15.0,0,0,3,9.0,9,1,1,5,3,C,4,2,4,5,8,4,3,4,3,2,5,6.5,3.0,1.5,2.5,3.5,0.5,1.5,7.5,0.5,3,3,5,3,2,3,5,3.75,1,4,4.5,3,3,2,1,2.25,2,1,2,4,1,2.0,2,3,3,1,3,3,3,2,2.6666667,3.0,2.0,2,2,3,2,1,3,3,3,2,1,2,2,3,,4,4,6,1,0,5,7,,1,1176.0,,1179.0,5,2,6,1,3,2,4,2,3,3,2,2,3,2,2,3,4,2,3,2,3,1,0,1,0,5,5,3.0,4,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,2,1,1,1,2,0,2,0,1,1,1,0,1,1,1,0,2,0,3,5,0.5
R_100578abc5762,1470992,School_15,100,24.0,1,1.0,15.0,1,1,4,9.0,9,0,1,3,1,D,1,2,2,7,6,1,3,2,4,4,7,6.0,2.0,2.0,0.5,3.0,0.5,1.5,8.0,2.5,4,3,4,5,4,3,5,3.75,6,2,3.0,3,3,1,4,2.75,1,3,3,2,2,2.2,2,2,5,1,1,5,3,4,3.6666667,4.0,3.0,2,2,2,1,2,3,4,3,3,1,1,5,1,,5,1,5,2,1,9,1,,0,1219.0,2156.0,927.0,6,10,6,6,3,4,3,5,3,1,5,1,3,1,1,3,6,2,2,3,3,1,1,0,0,3,5,4.0,6,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,1,1,2,1,2,0,4,1,1,1,3,1,1,1,4,0,3,8,0.80000001
R_100579abc5926,1470992,School_15,100,38.700001,1,3.0,17.0,1,1,8,2.0,8,0,1,5,2,E,4,3,2,3,1,1,3,1,2,5,8,7.0,1.5,3.0,3.0,2.0,2.0,1.0,9.0,0.0,4,3,3,2,3,2,3,3.0,1,3,5.0,2,5,1,5,2.75,2,4,2,1,1,2.0,3,3,5,2,1,3,3,2,3.6666667,3.0,3.5,3,1,4,1,3,4,2,3,4,1,5,4,1,,1,2,6,1,0,5,6,,1,1354.0,1705.0,3989.0,6,0,5,5,3,2,1,3,2,2,5,2,1,3,1,4,4,1,3,3,3,0,0,0,0,1,1,3.0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,2,0,1,1,2,0,2,1,1,0,3,1,3,0,4,1,4,0,3,4,0.40000001
R_100580abc2668,1470992,School_15,100,16.1,1,1.0,15.0,1,1,6,1.0,6,1,1,4,3,A,2,3,4,7,7,1,1,4,4,2,1,7.0,2.0,1.5,0.0,2.5,0.5,1.5,8.5,1.0,4,2,4,3,5,4,1,1.75,3,6,2.5,4,2,2,5,3.25,3,4,4,3,2,3.2,1,1,1,5,5,1,1,2,2.3333333,1.0,3.0,2,3,3,1,2,4,3,5,4,1,5,1,2,,1,3,3,3,0,9,5,,0,1682.0,1777.0,,4,5,1,6,2,1,5,4,1,1,2,5,1,2,3,3,4,3,3,3,3,0,0,0,0,1,2,3.5,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,2,0,1,0,4,1,1,1,3,1,1,0,2,0,1,5,0.5
R_100581abc3887,1470992,School_15,100,30.299999,1,2.0,16.0,1,1,8,3.0,8,0,1,1,4,B,1,4,4,6,6,2,1,3,2,1,2,5.5,2.5,2.5,2.0,1.0,1.0,2.0,8.0,2.5,3,3,5,2,3,1,3,3.25,6,6,1.0,5,1,2,2,2.5,1,4,1,2,1,1.8,5,2,1,2,4,1,3,3,3.3333333,2.0,2.0,2,1,4,3,1,4,3,5,4,1,1,5,2,,4,2,6,4,0,4,2,,0,851.0,1328.0,2521.0,2,4,9,1,2,1,4,1,2,2,4,1,2,1,2,4,5,2,3,1,2,1,0,0,1,2,1,2.5,4,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,2,0,1,1,1,1,1,1,3,1,1,1,4,1,1,9,0.89999998
R_100582abc9741,1470992,School_15,100,26.0,1,2.0,16.0,0,0,7,8.0,8,1,1,3,1,C,4,2,3,1,7,1,1,1,2,1,8,6.5,2.0,1.0,7.0,2.0,0.5,0.5,7.5,1.0,3,1,4,2,4,2,5,3.25,5,1,4.0,4,1,5,1,3.25,1,1,4,2,2,2.0,5,2,4,3,2,3,1,3,4.3333335,2.0,3.5,3,4,2,3,1,4,3,4,3,1,5,4,2,,4,4,6,2,0,7,4,,1,406.0,,3162.0,0,6,3,4,2,5,3,1,2,3,1,2,2,1,1,2,7,1,1,1,1,0,0,0,0,5,4,2.5,2,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,2,1,1,0,1,0,2,1,1,0,4,1,3,0,4,0,2,1,1,4,0.40000001
R_100583abc1278,1470992,School_15,100,34.099998,1,,,0,0,4,5.0,5,1,1,4,4,D,1,3,4,4,1,4,1,4,4,5,6,4.5,1.5,2.5,5.0,1.0,0.5,0.5,9.5,2.0,1,3,5,2,2,3,1,2.5,5,3,3.0,3,4,5,4,3.5,1,3,4,3,2,2.5999999,1,4,2,5,2,1,2,1,1.6666666,1.5,4.5,4,1,2,1,3,3,2,4,1,1,4,1,2,,2,4,2,2,0,7,8,,0,787.0,1896.0,2432.0,9,5,10,4,2,5,1,2,5,2,3,1,2,2,3,2,7,3,2,2,1,0,1,1,0,2,3,3.5,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,2,0,3,1,2,1,2,1,1,1,1,1,3,0,3,1,4,1,1,8,0.80000001
R_100584abc3435,1470992,School_15,100,47.099998,1,3.0,17.0,1,1,2,6.0,6,1,1,5,4,E,3,2,1,6,6,1,1,4,4,3,1,6.5,99.0,4.0,2.5,0.5,0.0,1.0,6.5,0.5,3,3,5,5,5,1,4,3.75,4,3,3.5,4,4,3,4,2.75,1,4,3,2,1,2.2,3,5,3,4,4,2,3,4,2.3333333,2.5,3.0,1,2,1,4,1,1,1,1,1,1,3,3,2,,2,5,5,1,1,8,6,,1,1001.0,,2451.0,10,1,9,9,1,5,1,4,5,5,2,1,3,3,2,5,5,3,2,3,3,0,1,0,0,5,1,1.0,2,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,2,1,1,0,1,0,2,0,3,1,1,1,3,1,1,1,4,1,1,7,0.69999999
R_100585abc8543,1470992,School_15,100,24.700001,1,1.0,15.0,1,1,1,5.0,5,0,0,2,4,A,4,4,1,6,9,3,1,4,4,3,5,7.5,3.0,1.5,3.0,0.5,0.0,1.0,9.5,0.0,1,3,2,1,3,1,4,3.25,1,4,4.5,4,3,4,3,3.0,2,2,4,2,3,2.5999999,1,2,4,5,2,1,2,4,3.0,1.5,4.5,2,2,4,2,1,4,4,4,2,1,3,3,1,,5,5,6,3,0,5,8,,1,830.0,641.0,,7,4,8,4,2,3,2,4,5,5,4,2,3,2,3,3,5,3,3,3,3,0,0,0,0,5,3,2.0,6,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,2,1,1,1,2,0,1,1,1,1,1,1,3,1,1,1,4,1,1,9,0.89999998
R_100586abc5734,1470992,School_15,100,20.9,1,1.0,15.0,0,0,2,1.0,2,0,1,3,2,B,4,3,4,9,1,3,3,3,1,5,5,5.5,2.0,2.5,4.0,2.0,1.0,0.5,9.0,2.5,2,3,3,1,4,2,2,2.25,5,1,4.0,1,4,2,3,3.0,1,3,1,3,1,1.8,2,1,3,5,3,3,2,1,3.3333333,2.5,4.0,4,1,1,2,2,1,1,2,2,1,4,3,1,,1,1,5,1,0,0,8,,1,1309.0,2067.0,1349.0,9,1,1,8,3,2,3,5,4,3,3,1,1,3,3,4,6,2,1,1,2,1,0,0,1,1,2,3.5,4,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,2,0,2,0,1,1,1,0,1,0,3,0,2,0,3,2,0.2
R_100587abc1694,1470992,School_15,100,28.700001,1,2.0,16.0,0,0,10,4.0,10,1,0,5,2,C,3,4,4,4,7,3,4,2,1,4,5,7.5,3.0,0.0,3.5,2.0,0.0,1.0,7.0,2.0,2,1,2,5,5,1,4,3.75,2,2,5.0,2,2,2,5,3.75,4,4,4,2,3,3.4000001,5,4,5,1,4,5,4,3,4.0,4.5,1.5,2,3,3,1,3,2,2,4,2,1,1,1,2,,1,1,2,4,1,4,1,,0,,1123.0,2049.0,10,0,2,6,2,3,5,3,2,5,4,4,3,1,3,4,6,3,1,1,2,0,0,0,1,3,3,3.0,4,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,1,0,2,1,1,9,0.89999998
R_100588abc4270,1470992,School_15,100,46.200001,1,1.0,15.0,1,1,10,10.0,10,0,1,3,1,D,1,2,1,6,8,2,1,1,3,1,5,6.5,2.0,3.0,5.0,0.5,0.0,0.0,6.5,1.0,3,1,3,5,2,5,5,3.75,3,3,4.0,1,5,3,2,2.75,2,3,4,4,1,2.8,2,4,3,1,1,4,4,1,2.3333333,4.0,3.0,2,2,3,4,3,4,1,5,3,1,3,4,1,,2,3,4,4,0,5,8,,1,1856.0,1268.0,,2,6,4,9,1,1,4,5,5,3,4,4,2,1,1,4,4,2,1,2,1,1,0,1,0,2,2,3.0,2,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,2,1,1,1,2,1,2,1,1,0,1,1,3,0,4,1,4,1,1,8,0.80000001
R_100589abc7351,1470992,School_15,100,23.700001,1,1.0,15.0,1,1,4,8.0,8,0,1,1,4,E,2,4,1,6,9,1,4,3,2,2,6,8.0,3.5,1.0,4.5,0.5,0.0,0.0,7.0,1.0,4,4,5,5,5,1,2,3.25,5,3,3.0,2,5,1,2,2.0,2,1,4,2,3,2.4000001,2,5,4,2,3,4,4,1,2.3333333,4.0,2.5,4,3,3,3,1,1,4,5,1,1,3,4,2,,3,5,6,3,0,2,1,,1,808.0,1294.0,2722.0,10,10,9,7,3,5,4,2,3,2,5,4,1,2,3,3,4,1,3,3,2,0,0,0,1,2,2,3.0,4,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,2,1,1,1,2,1,2,0,4,1,1,0,3,1,1,0,2,1,1,7,0.69999999
R_100590abc1819,1470992,School_15,100,24.6,1,,,0,0,4,5.0,5,1,1,5,2,A,1,3,1,9,6,1,3,4,4,5,8,8.5,1.5,1.0,4.0,0.0,0.0,0.5,7.0,1.5,5,3,1,4,3,4,5,3.5,4,5,2.5,3,1,2,1,2.75,4,3,1,4,1,2.5999999,3,4,2,2,4,3,3,4,2.3333333,3.0,2.0,3,3,1,4,1,3,2,4,5,1,2,3,1,,1,2,4,2,0,0,5,,1,1064.0,1309.0,2574.0,2,6,8,4,3,2,3,5,3,2,3,4,3,1,1,4,5,3,2,3,2,0,1,0,1,4,4,3.0,2,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,2,1,1,0,1,0,2,0,1,0,3,1,3,0,3,1,4,1,1,5,0.5
R_100591abc913,4615493,School_16,100,29.799999,1,1.0,15.0,1,1,6,9.0,9,1,1,3,1,B,1,4,2,4,3,2,3,4,4,5,5,6.5,1.5,3.5,3.0,1.5,0.0,2.0,8.5,1.0,5,2,3,4,5,3,3,2.75,1,6,3.5,1,3,2,2,3.0,2,2,4,1,4,2.5999999,3,2,2,3,4,4,3,4,3.0,3.5,2.5,1,4,4,4,3,2,1,5,5,1,2,2,2,,1,3,2,3,0,1,2,,1,1258.0,1847.0,,0,6,0,1,3,1,1,2,2,4,4,2,3,3,3,4,5,3,3,3,2,0,0,0,1,5,3,2.0,4,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,2,1,1,0,2,1,2,1,1,0,3,1,3,1,1,1,4,1,1,8,0.80000001
R_100592abc3805,4615493,School_16,100,34.299999,1,3.0,17.0,1,1,9,6.0,9,1,0,5,4,C,4,3,4,8,9,3,4,3,2,2,2,7.0,0.5,2.5,2.0,1.0,0.5,0.5,8.0,0.0,1,2,3,4,2,2,4,4.0,3,3,4.0,1,4,3,2,3.0,2,2,2,3,3,2.4000001,5,1,2,1,1,1,5,2,4.0,3.0,3.0,2,3,3,1,1,3,4,3,1,1,5,1,2,,5,5,4,3,0,8,6,,0,1213.0,1592.0,2166.0,10,5,7,8,1,2,1,2,3,5,4,5,1,1,3,5,5,2,1,2,1,1,0,1,0,1,4,4.5,2,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,2,1,1,0,2,1,2,1,1,1,1,0,2,0,4,1,4,1,1,7,0.69999999
R_100593abc839,4615493,School_16,100,38.599998,1,,,1,1,6,2.0,6,0,1,5,2,D,3,4,2,3,2,4,2,2,3,3,4,8.5,0.5,3.0,3.5,2.0,0.5,0.5,7.0,1.5,3,3,1,1,4,4,1,1.5,5,5,2.0,3,2,2,1,2.5,3,2,2,1,4,2.4000001,4,4,3,2,3,1,4,4,3.0,2.5,2.5,1,1,4,2,2,4,2,3,4,1,3,4,3,,4,3,2,2,0,9,1,,1,1229.0,1703.0,2837.0,10,5,0,5,1,5,1,3,2,3,1,5,3,1,2,5,4,3,2,2,3,0,1,1,0,2,1,2.5,4,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,2,1,1,1,2,1,2,1,1,1,1,1,3,0,4,1,4,1,1,9,0.89999998
R_100594abc9193,4615493,School_16,100,30.299999,1,1.0,15.0,1,1,4,5.0,5,0,1,1,3,E,1,3,4,10,5,1,2,3,1,5,2,7.5,1.5,2.0,1.0,1.0,0.5,0.0,8.5,1.0,4,1,2,2,3,5,3,2.25,4,5,2.5,1,4,5,2,3.5,2,1,3,1,3,2.0,1,4,2,5,3,1,3,1,1.6666666,2.0,4.0,2,1,3,3,3,1,1,2,2,1,2,2,2,,4,3,4,4,0,0,1,,1,1655.0,1134.0,890.0,5,4,2,4,2,2,5,1,2,3,4,5,3,1,2,2,5,2,3,3,3,1,0,0,0,1,4,4.5,2,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,2,1,1,1,2,0,1,0,1,1,1,1,3,1,1,0,2,1,1,6,0.60000002
R_100595abc6922,4615493,School_16,100,49.099998,1,2.0,16.0,0,0,8,8.0,8,0,1,2,2,5toA,4,2,1,8,2,4,2,3,4,3,5,5.5,3.5,3.0,4.0,2.5,0.5,0.5,8.0,1.5,1,2,4,2,4,5,1,1.5,2,2,5.0,1,5,5,4,3.75,2,2,2,2,1,1.8,3,2,5,4,2,4,2,2,4.0,3.0,4.0,4,1,2,1,2,2,3,3,3,1,2,1,3,,5,1,2,3,0,4,2,,0,,2224.0,1034.0,7,3,0,3,3,4,5,2,2,4,5,4,2,3,2,2,7,1,2,3,2,0,1,0,1,5,2,1.5,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,2,0,1,0,1,0,1,0,4,1,1,1,3,1,1,0,1,1,1,5,0.5
R_100596abc214,4615493,School_16,100,39.299999,1,3.0,17.0,0,0,6,9.0,9,0,1,5,4,B,4,2,1,10,2,4,2,3,3,1,2,7.5,1.0,3.0,1.5,1.5,1.5,0.0,6.5,1.0,4,1,5,2,3,5,3,2.25,4,6,2.0,3,1,3,4,3.75,2,4,4,1,3,2.8,5,5,3,3,3,2,2,1,3.0,2.0,3.0,2,1,3,2,3,2,1,2,4,2,5,4,2,,4,1,4,1,0,2,8,,1,1295.0,1823.0,1851.0,4,0,5,10,3,4,4,1,2,2,4,4,3,3,2,4,6,3,3,1,1,0,0,0,0,3,1,2.0,4,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,2,0,1,1,2,1,2,0,4,0,4,0,1,1,1,0,1,0,1,4,0.40000001
R_100597abc3832,4615493,School_16,100,26.1,1,4.0,18.0,1,1,8,2.0,8,1,1,1,4,C,4,4,3,7,8,4,3,3,3,5,7,6.0,2.0,1.5,2.5,2.5,1.0,1.0,8.5,1.0,3,1,2,5,4,4,2,2.75,4,2,4.0,1,4,1,3,2.75,4,2,4,3,2,3.0,1,2,4,2,1,3,2,4,3.0,2.5,3.5,4,1,3,3,3,3,2,3,4,1,4,2,2,,4,1,6,1,0,0,7,,1,1138.0,1740.0,,10,6,2,3,2,1,1,2,5,2,4,3,2,3,2,5,6,2,3,3,1,1,0,0,0,5,5,3.0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,2,0,3,1,2,1,2,1,1,1,1,1,3,1,1,0,3,1,1,8,0.80000001
R_100598abc5596,4615493,School_16,100,60.200001,1,3.0,17.0,1,1,8,5.0,8,1,1,5,4,D,3,3,2,1,2,1,2,1,3,4,4,6.0,2.0,0.5,2.0,0.0,1.0,0.0,5.5,1.5,4,3,5,4,5,4,2,2.25,3,4,3.5,4,1,4,5,4.0,1,1,3,4,1,2.0,1,3,1,3,5,1,3,2,1.6666666,2.0,2.0,2,4,3,3,3,4,3,5,2,1,1,1,2,,4,4,5,1,0,3,7,,0,,,2943.0,10,5,9,2,2,1,2,5,4,5,2,2,2,2,3,2,7,3,3,3,3,0,0,0,0,1,3,4.0,4,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,1,1,10,1.0
R_100599abc4960,4615493,School_16,100,40.099998,1,2.0,16.0,0,0,9,5.0,9,1,1,4,3,E,1,3,2,7,6,4,3,1,4,1,3,7.5,1.5,3.5,1.0,3.0,0.0,1.0,9.0,2.5,4,4,5,4,2,1,1,3.5,3,1,5.0,5,5,5,1,2.0,2,2,4,2,2,2.4000001,4,1,4,5,2,2,4,1,4.3333335,3.0,4.5,2,4,3,2,2,4,2,1,3,1,4,1,2,,3,4,5,4,1,2,6,,0,1573.0,,1769.0,0,6,10,10,3,3,4,3,1,1,1,4,2,2,3,2,7,3,3,3,3,0,0,0,0,5,2,1.5,2,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0,4,0,1,1,2,1,1,1,1,0,1,1,1,1,4,1,1,7,0.69999999
R_100600abc1820,4615493,School_16,100,37.799999,1,3.0,17.0,1,1,8,,8,1,1,5,2,A,3,1,4,5,1,4,2,2,1,2,4,7.5,3.5,3.0,3.0,3.5,0.5,0.5,10.0,1.0,3,1,4,3,1,1,1,3.5,5,4,2.5,2,3,4,3,3.5,3,2,4,3,3,3.0,1,4,2,3,1,5,1,4,1.6666666,3.0,4.0,1,2,3,3,2,3,4,1,5,1,3,1,2,,4,5,3,1,0,9,5,,0,1611.0,,2953.0,1,2,7,3,2,4,1,5,3,3,5,5,3,1,2,2,6,1,1,2,3,0,0,1,0,2,1,2.5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2,1,1,1,2,1,2,0,3,1,1,1,3,1,1,1,4,1,1,9,0.89999998
R_100601abc3379,4615493,School_16,100,39.599998,1,2.0,16.0,0,0,3,5.0,5,1,1,2,1,B,2,4,3,5,1,4,2,1,4,5,5,8.5,99.0,1.5,2.5,1.5,0.5,0.0,9.0,2.5,1,4,2,5,2,2,3,4.0,5,1,4.0,2,2,2,4,3.5,3,4,3,3,2,3.0,2,2,2,5,5,3,5,2,2.6666667,4.0,3.0,3,1,4,3,3,2,4,4,3,2,2,1,1,,2,5,3,1,0,3,4,,0,1265.0,1694.0,,8,7,3,5,3,3,5,5,1,5,5,4,3,2,2,5,4,3,2,1,2,0,1,0,1,5,4,2.5,4,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,2,0,4,0,2,1,2,0,1,0,3,0,3,1,1,1,4,1,1,5,0.5
R_100602abc836,4615493,School_16,100,42.400002,1,1.0,15.0,1,1,9,4.0,9,1,1,1,4,C,4,2,2,9,9,2,3,1,4,4,6,5.0,4.0,1.5,2.0,3.0,0.0,0.5,7.5,3.0,3,1,1,5,4,3,5,3.75,3,1,5.0,1,4,5,5,4.25,3,3,2,4,4,3.2,5,1,3,2,3,5,2,3,4.3333335,3.5,2.5,4,2,2,1,1,2,2,2,5,2,5,2,2,,3,1,4,1,0,1,1,,1,,1185.0,,8,2,9,8,3,1,5,4,3,1,3,1,3,3,2,5,5,1,2,3,2,0,1,0,1,4,3,2.5,5,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,2,1,1,1,2,1,2,1,1,1,1,0,3,1,1,1,4,0,1,8,0.80000001
R_100603abc449,4615493,School_16,100,26.6,1,1.0,15.0,1,1,7,5.0,7,1,1,3,3,D,1,4,4,1,10,2,3,1,2,1,6,6.0,3.0,0.5,4.0,1.0,0.0,2.0,8.0,0.0,1,2,4,3,5,4,1,1.75,1,3,5.0,3,5,3,5,3.0,4,1,3,3,4,3.0,3,2,3,2,1,4,4,4,3.3333333,4.0,3.5,4,4,4,2,1,1,4,5,5,2,1,1,2,,4,5,4,2,0,2,4,,0,1392.0,1050.0,2390.0,6,4,10,6,3,5,1,2,2,3,2,3,3,1,3,2,6,2,1,1,2,1,0,0,1,2,5,4.5,3,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,2,0,4,0,1,1,2,1,1,1,1,1,3,1,1,1,4,1,1,8,0.80000001
R_100604abc4192,4615493,School_16,100,42.200001,1,3.0,17.0,1,1,3,7.0,7,1,1,4,4,E,3,3,2,8,4,2,4,2,2,3,6,7.0,1.5,2.5,4.5,1.5,1.0,0.0,7.0,1.5,1,2,5,5,4,1,3,3.75,2,1,5.5,2,2,5,1,3.5,4,1,1,1,2,1.8,1,3,5,3,2,3,3,2,3.0,3.0,3.5,2,1,4,1,2,3,2,1,5,1,5,2,2,,2,2,3,3,0,9,4,,1,599.0,1144.0,,4,7,5,7,3,2,3,3,3,2,2,4,3,3,2,4,5,1,2,1,2,0,1,0,1,5,1,1.0,6,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,2,1,1,1,2,1,2,1,1,1,1,1,3,0,4,1,4,1,1,9,0.89999998
R_100605abc1934,4615493,School_16,100,26.299999,1,2.0,16.0,1,1,10,8.0,10,1,1,5,3,5to A,1,3,2,3,2,1,3,2,3,4,7,6.5,1.5,1.5,2.5,1.0,0.0,2.0,6.5,1.0,4,1,5,5,4,5,1,2.25,2,3,4.5,1,1,2,4,4.0,1,2,4,3,2,2.4000001,2,3,5,5,2,1,3,4,3.3333333,2.0,4.5,3,1,1,1,3,1,1,5,3,2,4,5,1,,1,3,3,2,0,2,1,,0,960.0,1501.0,3373.0,4,3,1,7,1,1,2,3,5,3,5,2,2,2,1,2,4,2,3,1,2,1,0,0,1,4,5,3.5,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,2,1,1,1,2,0,1,1,1,0,1,1,3,1,1,1,4,1,1,8,0.80000001
R_100606abc8082,4615493,School_16,100,32.599998,1,1.0,15.0,0,0,6,9.0,9,1,1,4,3,B,1,2,1,7,8,4,4,2,2,3,8,8.5,2.5,1.0,4.5,0.5,0.0,0.0,9.0,1.5,5,2,1,3,3,1,4,3.75,1,6,3.5,5,1,4,4,3.5,3,4,3,3,2,3.0,1,4,4,2,1,1,2,3,2.3333333,1.5,3.5,3,2,4,4,1,1,1,4,5,1,5,5,3,,2,3,6,1,1,5,6,,0,1842.0,1626.0,,0,6,1,8,1,2,4,4,2,1,4,5,1,2,3,3,5,3,2,2,2,0,1,1,1,2,1,2.5,5,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,1,1,10,1.0
R_100607abc6099,4615493,School_16,100,17.1,1,2.0,16.0,1,1,7,1.0,7,0,1,3,3,C,2,2,3,9,2,3,1,4,1,5,5,7.0,99.0,1.0,0.0,2.5,1.0,0.0,9.0,1.5,4,4,1,4,5,2,2,2.75,3,4,3.5,2,1,1,3,3.25,1,3,3,4,1,2.4000001,3,4,4,2,4,2,1,4,3.0,1.5,2.0,3,3,3,1,3,3,2,2,3,1,1,5,1,,2,3,2,3,0,2,3,,0,1402.0,991.0,2537.0,9,4,0,8,1,4,1,3,1,2,1,5,1,2,2,5,7,3,1,2,1,0,0,1,0,3,5,4.0,6,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,4,0,4,0,1,0,4,0,3,1,1,2,0.2
